,Player,Nation,Pos,Squad,Age,Born,Playing Time | MP,Playing Time | Starts,Playing Time | Min,Playing Time | 90s,Performance | Gls,Performance | Ast,Performance | G-PK,Performance | PK,Performance | PKatt,Performance | CrdY,Performance | CrdR,Per 90 Minutes | Gls,Per 90 Minutes | Ast,Per 90 Minutes | G+A,Per 90 Minutes | G-PK,Per 90 Minutes | G+A-PK,Expected | xG,Expected | npxG,Expected | xAG,Expected | npxG+xAG,Per 90 Minutes | xG,Per 90 Minutes | xAG,Per 90 Minutes | xG+xAG,Per 90 Minutes | npxG,Per 90 Minutes | npxG+xAG,Total | Cmp,Total | Att,Total | Cmp%,Total | TotDist,Total | PrgDist,Short | Cmp,Short | Att,Short | Cmp%,Medium | Cmp,Medium | Att,Medium | Cmp%,Long | Cmp,Long | Att,Long | Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Att,Pass Types | Live,Pass Types | Dead,Pass Types | FK,Pass Types | TB,Pass Types | Sw,Pass Types | Crs,Pass Types | TI,Pass Types | CK,Corner Kicks | In,Corner Kicks | Out,Corner Kicks | Str,Outcomes | Cmp,Outcomes | Off,Outcomes | Blocks,SCA | SCA,SCA | SCA90,SCA Types | PassLive,SCA Types | PassDead,SCA Types | Drib,SCA Types | Sh,SCA Types | Fld,SCA Types | Def,GCA | GCA,GCA | GCA90,GCA Types | PassLive,GCA Types | PassDead,GCA Types | Drib,GCA Types | Sh,GCA Types | Fld,GCA Types | Def,Tackles | Tkl,Tackles | TklW,Tackles | Def 3rd,Tackles | Mid 3rd,Tackles | Att 3rd,Vs Dribbles | Tkl,Vs Dribbles | Att,Vs Dribbles | Tkl%,Vs Dribbles | Past,Blocks | Blocks,Blocks | Sh,Blocks | Pass,Int,Tkl+Int,Clr,Err,Touches | Touches,Touches | Def Pen,Touches | Def 3rd,Touches | Mid 3rd,Touches | Att 3rd,Touches | Att Pen,Touches | Live,Dribbles | Succ,Dribbles | Att,Dribbles | Succ%,Dribbles | Mis,Dribbles | Dis,Receiving | Rec,Receiving | Prog,Playing Time | Mn/MP,Playing Time | Min%,Starts | Mn/Start,Starts | Compl,Subs | Subs,Subs | Mn/Sub,Subs | unSub,Team Success | PPM,Team Success | onG,Team Success | onGA,Team Success | +/-,Team Success | +/-90,Team Success | On-Off,Team Success (xG) | onxG,Team Success (xG) | onxGA,Team Success (xG) | xG+/-,Team Success (xG) | xG+/-90,Team Success (xG) | On-Off,Performance | 2CrdY,Performance | Fls,Performance | Fld,Performance | Off,Crs,TklW,Performance | PKwon,Performance | PKcon,Performance | OG,Performance | Recov,Aerial Duels | Won,Aerial Duels | Lost,Aerial Duels | Won%,Gls,Standard | Sh,Standard | SoT,Standard | SoT%,Standard | Sh/90,Standard | SoT/90,Standard | G/Sh,Standard | G/SoT,Standard | Dist,Standard | FK,Expected | npxG/Sh,Expected | G-xG,Expected | np:G-xG
136,Paul Dummett,WAL,DF,Newcastle Utd,28,1991,15,14,1255,13.9,1,0,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,0.3,0.3,0.2,0.5,0.02,0.01,0.04,0.02,0.04,423,575,73.6,7227,3657,205,235,87.2,163,201,81.1,42,102,41.2,0,0.2,0.3,-0.2,4,34,5,3,21,575,516,54,12,0,1,10,42,0,0,0,0,423,5,7,8,0.57,6,1,0,1,0,0,1,0.07,1,0,0,0,0,0,16,7,11,5,0,13,21,61.9,8,12,7,5,16,32,74,0,708,85,363,292,58,5,708,3,4,75.0,9,0,416,1,84,36.7,88.0,12,1,24.0,5,1.53,20,20,0,0.0,0.67,19.8,23.5,-3.7,-0.26,0.2,0,9,4,0,10,7,0,0,0,44,39,31,55.7,1,3,1,33.3,0.22,0.07,0.33,1.0,9.2,0,0.11,0.7,0.7
137,Lewis Dunk,ENG,DF,Brighton,28,1991,33,33,2931,32.6,5,0,5,0,0,5,2,0.15,0.0,0.15,0.15,0.15,2.2,2.2,1.2,3.4,0.07,0.04,0.1,0.07,0.1,2000,2240,89.3,40875,13280,601,645,93.2,1094,1142,95.8,276,405,68.1,0,1.2,1.2,-1.2,10,100,2,0,58,2240,2153,83,71,0,22,1,12,0,0,0,0,2000,4,4,27,0.83,19,1,0,5,0,2,0,0.0,0,0,0,0,0,0,30,15,20,8,2,16,23,69.6,7,29,20,9,32,62,106,0,2508,361,1413,996,111,47,2508,6,8,75.0,12,1,1744,8,89,85.7,89.0,31,0,0.0,0,1.06,34,38,-4,-0.12,0.25,46.6,29.3,17.3,0.53,0.85,0,22,20,2,1,15,0,0,1,223,78,37,67.8,5,32,14,43.8,0.98,0.43,0.16,0.36,15.2,3,0.07,2.8,2.8
138,Jimmy Dunne,IRL,DF,Burnley,22,1997,3,3,270,3.0,1,0,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.5,0.5,0.1,0.6,0.17,0.04,0.2,0.17,0.2,105,153,68.6,2096,647,36,46,78.3,54,72,75.0,14,25,56.0,0,0.1,0.1,-0.1,2,2,1,0,3,153,153,0,0,0,0,0,0,0,0,0,0,105,0,1,3,1.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,2,1,0,1,2,50.0,1,3,2,1,6,9,16,1,194,27,103,72,20,14,194,1,2,50.0,1,1,96,1,90,7.9,90.0,3,0,0.0,30,0.0,2,6,-4,-1.33,-0.82,2.9,2.3,0.6,0.2,0.66,0,2,3,0,0,3,0,0,0,23,23,6,79.3,1,7,1,14.3,2.33,0.33,0.14,1.0,11.5,0,0.07,0.5,0.5
140,Kyle Edwards,ENG,"MF,FW",West Brom,22,1998,5,1,118,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.02,0.11,0.09,0.11,31,35,88.6,379,96,22,23,95.7,9,10,90.0,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,2,35,35,0,0,0,0,1,0,0,0,0,0,31,0,1,3,2.33,2,0,0,0,0,1,1,0.78,0,0,0,0,0,1,3,2,1,1,1,0,0,0.0,0,2,0,2,1,4,0,0,49,0,10,22,18,4,49,1,4,25.0,1,1,33,4,24,3.5,45.0,0,4,18.0,6,0.2,1,3,-2,-1.53,-0.46,0.4,2.8,-2.4,-1.84,-1.03,0,1,1,0,1,2,0,0,0,7,0,0,0.0,0,2,1,50.0,1.53,0.76,0.0,0.0,15.4,0,0.06,-0.1,-0.1
141,John Egan,IRL,DF,Sheffield Utd,27,1992,31,30,2629,29.2,0,1,0,0,0,7,1,0.0,0.03,0.03,0.0,0.03,0.8,0.8,0.6,1.4,0.03,0.02,0.05,0.03,0.05,923,1135,81.3,18683,6733,300,345,87.0,499,557,89.6,116,208,55.8,1,0.6,0.6,0.4,3,67,3,1,52,1135,1109,22,18,0,6,4,4,0,0,0,0,923,4,5,18,0.62,15,0,0,0,0,3,1,0.03,1,0,0,0,0,0,41,21,29,12,0,22,39,56.4,17,43,31,12,41,82,131,0,1434,208,740,656,50,25,1434,0,0,0.0,5,1,788,1,85,76.9,87.0,28,1,14.0,0,0.55,16,47,-31,-1.06,0.3,25.0,44.8,-19.8,-0.68,0.44,0,29,10,0,4,21,0,0,0,129,80,56,58.8,0,14,3,21.4,0.48,0.1,0.0,0.0,11.9,0,0.06,-0.8,-0.8
142,Anthony Elanga,SWE,FW,Manchester Utd,18,2002,2,2,155,1.7,1,0,1,0,0,0,0,0.58,0.0,0.58,0.58,0.58,0.4,0.4,0.0,0.5,0.26,0.02,0.28,0.26,0.28,41,55,74.5,519,77,31,36,86.1,5,8,62.5,3,4,75.0,0,0.0,0.0,0.0,1,3,0,0,1,55,54,1,0,0,1,2,0,0,0,0,0,41,0,2,2,1.16,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,4,2,3,1,0,4,5,80.0,1,1,1,0,1,5,1,0,84,2,15,33,39,5,84,3,7,42.9,8,2,64,9,78,4.5,78.0,1,0,0.0,0,1.5,3,2,1,0.58,-0.19,2.2,1.6,0.6,0.33,-0.17,0,2,4,1,2,2,0,0,0,9,1,4,20.0,1,2,1,50.0,1.16,0.58,0.5,1.0,11.9,0,0.22,0.6,0.6
143,Ahmed Elmohamady,EGY,DF,Aston Villa,32,1987,14,8,839,9.3,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,0.05,0.11,0.15,0.05,0.15,468,618,75.7,8218,3180,216,241,89.6,197,255,77.3,50,97,51.5,0,1.0,1.2,-1.0,13,34,21,7,36,618,491,126,18,0,4,39,108,0,0,0,0,468,1,6,26,2.79,21,2,0,1,0,2,1,0.11,0,1,0,0,0,0,17,13,12,4,1,9,14,64.3,5,6,3,3,17,34,26,0,688,36,227,272,192,14,688,2,3,66.7,5,3,374,21,60,24.5,90.0,8,6,20.0,24,1.07,9,9,0,0.0,-0.31,14.7,11.9,2.7,0.29,0.34,0,6,3,0,39,13,0,0,0,63,18,9,66.7,0,9,1,11.1,0.97,0.11,0.0,0.0,11.9,0,0.05,-0.4,-0.4
144,Mohamed Elneny,EGY,MF,Arsenal,28,1992,23,17,1544,17.2,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03,944,1019,92.6,16544,4034,387,411,94.2,478,497,96.2,64,82,78.0,0,0.2,0.5,-0.2,4,77,5,0,60,1019,995,21,17,0,6,2,4,0,0,0,0,944,3,7,19,1.11,16,1,0,2,0,0,1,0.06,1,0,0,0,0,0,14,6,7,7,0,7,28,25.0,21,11,4,7,24,38,20,2,1121,60,328,660,138,6,1121,4,7,57.1,7,4,849,9,67,45.1,85.0,13,6,16.0,13,2.04,27,20,7,0.41,-0.02,23.0,22.0,1.0,0.06,-0.31,0,10,10,0,2,6,0,0,0,92,7,24,22.6,1,9,2,22.2,0.52,0.12,0.11,0.5,21.5,0,0.05,0.6,0.6
145,Jonny Evans,NIR,DF,Leicester City,32,1988,28,28,2473,27.5,2,2,2,0,0,7,0,0.07,0.07,0.15,0.07,0.15,1.7,1.7,0.4,2.1,0.06,0.02,0.08,0.06,0.08,1592,1854,85.9,30956,11270,492,549,89.6,929,1004,92.5,155,265,58.5,2,0.4,0.3,1.6,10,90,2,0,70,1854,1814,38,36,1,4,0,2,0,0,0,0,1592,2,5,21,0.76,18,0,0,0,0,3,4,0.15,4,0,0,0,0,0,25,12,22,2,1,14,20,70.0,6,8,3,5,46,71,98,1,2065,247,1093,943,44,18,2065,8,9,88.9,5,4,1392,3,88,72.3,88.0,25,0,0.0,0,1.79,46,31,15,0.55,0.26,39.0,29.8,9.2,0.33,0.27,0,18,12,1,0,12,0,0,1,190,92,36,71.9,2,8,3,37.5,0.29,0.11,0.25,0.67,7.8,0,0.21,0.3,0.3
146,Eberechi Eze,ENG,MF,Crystal Palace,22,1998,34,29,2559,28.4,4,6,4,0,0,3,0,0.14,0.21,0.35,0.14,0.35,2.2,2.2,3.9,6.1,0.08,0.14,0.21,0.08,0.21,945,1188,79.5,13623,3996,538,596,90.3,286,351,81.5,62,131,47.3,6,3.9,2.8,2.1,43,70,32,3,97,1188,1046,134,36,1,4,86,6,63,26,13,9,945,8,25,96,3.38,61,15,11,2,6,1,12,0.42,5,2,3,1,1,0,27,14,11,13,3,16,35,45.7,19,19,3,16,24,51,9,1,1464,22,216,706,584,39,1464,64,118,54.2,57,37,1038,88,75,74.8,84.0,19,5,24.0,2,1.24,30,51,-21,-0.74,-0.32,25.3,43.8,-18.5,-0.65,-0.06,0,18,72,1,86,14,0,0,0,178,12,29,29.3,4,37,13,35.1,1.3,0.46,0.11,0.31,21.7,4,0.06,1.8,1.8
148,Fabinho,BRA,"DF,MF",Liverpool,26,1993,30,28,2567,28.5,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.01,0.01,0.02,0.01,0.02,1910,2117,90.2,33032,10525,782,841,93.0,949,1016,93.4,138,203,68.0,0,0.3,0.9,-0.3,4,102,13,0,97,2117,2080,36,29,0,6,1,7,0,0,0,0,1910,1,5,33,1.16,26,0,1,0,2,4,6,0.21,5,0,0,0,1,0,58,31,21,29,8,27,54,50.0,27,28,10,18,44,102,66,1,2376,164,807,1424,155,12,2376,7,11,63.6,17,7,1721,15,86,75.1,90.0,27,2,24.0,0,1.87,53,29,24,0.84,0.63,51.3,33.5,17.9,0.63,-0.08,0,29,27,0,1,31,1,2,0,208,54,52,50.9,0,10,1,10.0,0.35,0.04,0.0,0.0,23.1,0,0.04,-0.3,-0.3
149,Bruno Fernandes,POR,MF,Manchester Utd,25,1994,37,35,3099,34.4,18,12,9,9,10,6,0,0.52,0.35,0.87,0.26,0.61,16.1,8.2,11.4,19.6,0.47,0.33,0.8,0.24,0.57,1734,2339,74.1,29654,8586,872,1009,86.4,560,728,76.9,218,366,59.6,12,11.4,9.7,0.6,95,193,90,8,200,2339,2098,220,63,12,43,166,40,59,27,21,2,1734,21,68,184,5.34,135,21,3,14,9,2,25,0.73,22,1,0,2,0,0,57,30,16,29,12,26,100,26.0,74,38,0,38,26,83,29,0,2685,39,282,1166,1259,120,2675,23,45,51.1,56,37,2054,237,84,90.6,87.0,23,2,29.0,0,1.92,68,36,32,0.93,1.77,55.6,35.0,20.5,0.6,1.15,0,43,52,3,166,30,0,1,0,162,15,41,26.8,18,111,40,36.0,3.22,1.16,0.08,0.23,22.9,16,0.07,1.9,0.8
150,Federico Fernandez,ARG,DF,Newcastle Utd,31,1989,24,24,2079,23.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.8,0.01,0.03,0.04,0.01,0.04,715,894,80.0,13956,5356,244,277,88.1,368,412,89.3,91,166,54.8,0,0.6,0.4,-0.6,7,25,3,3,24,894,814,76,33,0,13,13,43,0,0,0,0,715,4,9,17,0.74,11,4,0,0,0,2,1,0.04,1,0,0,0,0,0,29,22,23,5,1,17,21,81.0,4,41,31,10,17,46,147,0,1172,267,724,375,76,14,1172,0,1,0.0,8,2,619,4,87,60.8,87.0,20,0,0.0,3,1.33,31,38,-7,-0.3,0.3,26.9,37.7,-10.8,-0.47,-0.2,0,15,15,0,13,22,0,1,1,91,48,29,62.3,0,4,2,50.0,0.17,0.09,0.0,0.0,14.0,0,0.06,-0.3,-0.3
151,Fernandinho,BRA,MF,Manchester City,35,1985,21,12,1188,13.2,0,2,0,0,0,6,0,0.0,0.15,0.15,0.0,0.15,0.7,0.7,1.3,1.9,0.05,0.1,0.15,0.05,0.15,889,1026,86.6,14889,4335,426,467,91.2,364,416,87.5,73,96,76.0,2,1.3,1.1,0.7,14,124,13,1,86,1026,1002,22,18,1,12,6,4,0,0,0,0,889,2,9,30,2.27,25,0,3,0,0,2,3,0.23,2,0,0,0,0,1,31,17,8,14,9,20,43,46.5,23,11,2,9,23,54,17,0,1137,31,161,809,181,13,1137,10,13,76.9,7,4,863,6,57,34.7,85.0,10,9,19.0,11,2.38,29,10,19,1.44,0.15,20.6,10.0,10.5,0.8,-0.31,0,22,11,0,6,17,0,0,0,91,30,18,62.5,0,14,3,21.4,1.06,0.23,0.0,0.0,22.7,0,0.05,-0.7,-0.7
152,Sam Field,ENG,MF,West Brom,22,1998,3,0,62,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,25,60.0,209,52,10,14,71.4,2,4,50.0,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,1,25,24,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,5,3,2,0,0,0,0.0,0,4,1,3,2,7,4,0,44,4,17,25,2,0,44,1,1,100.0,2,1,11,0,21,1.8,0.0,0,3,21.0,2,0.33,0,2,-2,-2.9,-1.86,0.1,0.9,-0.8,-1.18,-0.35,0,2,1,0,0,5,0,0,0,7,3,2,60.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
153,Roberto Firmino,BRA,FW,Liverpool,28,1991,36,33,2838,31.5,9,7,9,0,0,2,0,0.29,0.22,0.51,0.29,0.51,11.3,11.3,5.6,16.9,0.36,0.18,0.54,0.36,0.54,1065,1333,79.9,13277,3356,679,780,87.1,252,323,78.0,42,59,71.2,7,5.6,4.6,1.4,44,84,40,0,104,1333,1287,44,4,5,1,14,16,2,0,0,0,1065,2,29,112,3.55,84,1,13,11,2,1,10,0.32,9,0,0,1,0,0,33,15,3,17,13,6,32,18.8,26,42,5,37,11,44,12,0,1650,18,102,785,783,172,1650,59,83,71.1,80,47,1268,212,79,83.0,84.0,16,3,23.0,0,1.83,57,39,18,0.57,-0.67,57.5,36.8,20.7,0.66,0.06,0,22,16,4,14,15,0,0,0,109,22,74,22.9,9,83,32,38.6,2.63,1.01,0.11,0.28,14.3,0,0.14,-2.3,-2.3
154,John Fleck,SCO,MF,Sheffield Utd,28,1991,31,29,2575,28.6,0,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,2.9,3.5,0.02,0.1,0.12,0.02,0.12,971,1245,78.0,14229,4534,540,593,91.1,296,364,81.3,70,172,40.7,2,2.9,2.3,-0.9,33,110,22,5,86,1245,1122,119,31,2,5,96,6,61,39,9,4,971,4,29,72,2.52,50,15,2,2,2,1,3,0.1,2,1,0,0,0,0,51,33,28,18,5,26,83,31.3,57,26,4,22,28,79,12,1,1467,37,250,742,497,23,1467,30,54,55.6,30,24,919,39,83,75.3,87.0,26,2,31.0,2,0.71,16,47,-31,-1.08,0.19,23.7,46.9,-23.3,-0.81,-0.14,0,33,28,0,96,33,0,0,0,156,12,20,37.5,0,17,5,29.4,0.59,0.17,0.0,0.0,24.6,0,0.03,-0.6,-0.6
155,Phil Foden,ENG,"FW,MF",Manchester City,20,2000,28,17,1616,18.0,9,5,9,0,0,0,0,0.5,0.28,0.78,0.5,0.78,5.0,5.0,3.6,8.6,0.28,0.2,0.48,0.28,0.48,689,845,81.5,9142,1889,447,488,91.6,175,212,82.5,24,62,38.7,5,3.6,2.6,1.4,30,36,21,2,51,845,778,63,3,2,2,74,5,49,9,28,1,689,4,17,65,3.62,45,8,6,4,2,0,12,0.67,8,0,1,3,0,0,22,11,12,8,2,9,23,39.1,14,9,0,9,11,33,11,0,1044,14,92,370,600,118,1044,38,67,56.7,47,15,827,137,58,47.3,82.0,10,11,20.0,10,2.14,46,16,30,1.67,0.62,32.1,16.0,16.1,0.9,-0.19,0,12,34,3,74,11,0,0,0,72,16,26,38.1,9,45,20,44.4,2.51,1.11,0.2,0.45,15.0,0,0.11,4.0,4.0
156,Wesley Fofana,FRA,DF,Leicester City,19,2000,28,27,2262,25.1,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,0.04,0.01,0.05,0.04,0.05,1501,1740,86.3,28164,8486,546,611,89.4,790,868,91.0,141,213,66.2,0,0.3,0.5,-0.3,6,105,1,0,61,1740,1649,89,41,1,12,2,48,0,0,0,0,1501,2,8,20,0.8,16,0,0,1,2,1,1,0.04,0,0,0,0,1,0,51,37,27,22,2,31,46,67.4,15,28,16,12,61,112,94,0,2030,186,862,1115,78,20,2030,15,21,71.4,27,12,1341,8,81,66.1,83.0,22,1,25.0,1,1.64,43,30,13,0.52,0.13,35.1,28.2,6.9,0.28,0.05,0,37,29,2,2,37,1,1,0,181,88,60,59.5,0,11,2,18.2,0.44,0.08,0.0,0.0,9.9,0,0.09,-1.0,-1.0
157,Pablo Fornals,ESP,"FW,MF",West Ham,24,1996,33,31,2572,28.6,5,4,5,0,0,3,0,0.17,0.14,0.31,0.17,0.31,6.0,6.0,2.3,8.4,0.21,0.08,0.29,0.21,0.29,853,1118,76.3,12592,3756,481,556,86.5,282,362,77.9,45,86,52.3,4,2.3,1.8,1.7,31,84,30,6,102,1118,1083,28,5,1,5,45,7,2,0,1,0,853,7,38,78,2.73,65,3,2,7,0,1,11,0.39,7,1,0,3,0,0,44,26,14,24,6,11,73,15.1,62,43,1,42,36,80,9,0,1398,22,226,685,510,66,1398,29,60,48.3,37,21,954,100,78,75.2,82.0,16,2,18.0,3,1.79,43,33,10,0.35,-0.18,42.5,35.5,7.0,0.24,0.27,0,26,17,7,45,26,0,0,0,163,23,38,37.7,5,50,15,30.0,1.75,0.52,0.1,0.33,16.3,0,0.12,-1.0,-1.0
159,Timothy Fosu-Mensah,NED,DF,Manchester Utd,22,1998,1,1,80,0.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.03,0.31,0.33,0.03,0.33,64,74,86.5,982,244,31,35,88.6,29,31,93.5,3,6,50.0,0,0.3,0.2,-0.3,2,6,1,0,2,74,70,4,0,0,0,4,4,0,0,0,0,64,0,1,5,5.63,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,1,1,0,1,1,100.0,0,0,0,0,3,5,1,0,84,1,15,38,31,4,84,2,2,100.0,0,2,65,10,80,2.3,80.0,0,0,0.0,2,0.0,1,2,-1,-1.13,-1.93,1.2,1.5,-0.3,-0.37,-0.88,0,1,0,1,4,0,0,0,0,7,1,1,50.0,0,1,0,0.0,1.13,0.0,0.0,0.0,30.9,0,0.02,0.0,0.0
160,Tyrese Francois,AUS,DF,Fulham,20,2000,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,15,93.3,251,101,6,7,85.7,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,15,13,2,0,0,0,0,2,0,0,0,0,14,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17,0,6,6,5,0,17,0,1,0.0,0,0,13,0,15,0.4,0.0,0,1,15.0,0,0.0,0,1,-1,-6.0,-5.34,0.1,0.8,-0.7,-4.33,-4.03,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
161,Ryan Fraser,SCO,"FW,MF",Newcastle Utd,26,1994,18,9,928,10.3,0,2,0,0,0,2,1,0.0,0.19,0.19,0.0,0.19,0.9,0.9,2.0,2.9,0.09,0.19,0.28,0.09,0.28,240,372,64.5,3641,1040,132,156,84.6,69,105,65.7,24,72,33.3,2,2.0,1.7,0.0,26,8,11,10,10,372,308,64,10,0,1,103,7,45,14,26,0,240,0,16,38,3.69,22,13,0,2,1,0,3,0.29,1,1,0,0,1,0,4,1,3,1,0,2,5,40.0,3,1,0,1,6,10,7,0,424,11,50,137,243,22,424,3,4,75.0,12,5,290,35,52,27.1,76.0,2,9,27.0,2,0.78,7,17,-10,-0.97,-0.75,10.7,13.0,-2.2,-0.22,0.24,1,5,20,0,103,1,1,0,0,30,5,22,18.5,0,13,6,46.2,1.26,0.58,0.0,0.0,21.6,0,0.07,-0.9,-0.9
162,Fred,BRA,MF,Manchester Utd,27,1993,30,27,2390,26.6,1,0,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1.8,1.8,1.9,3.7,0.07,0.07,0.14,0.07,0.14,1590,1828,87.0,27917,7883,699,760,92.0,674,737,91.5,167,213,78.4,0,1.9,2.1,-1.9,25,189,20,0,140,1828,1765,58,50,5,15,9,8,0,0,0,0,1590,5,41,77,2.9,69,1,1,1,2,3,7,0.26,7,0,0,0,0,0,81,39,39,38,4,29,89,32.6,60,49,9,40,45,126,26,1,2118,68,501,1255,387,14,2118,24,30,80.0,29,30,1487,26,80,69.9,84.0,18,3,41.0,5,1.97,49,25,24,0.9,0.47,42.2,26.2,16.1,0.61,0.39,0,45,30,1,9,39,0,0,0,228,9,14,39.1,1,25,7,28.0,0.94,0.26,0.04,0.14,24.1,0,0.07,-0.8,-0.8
163,Ryan Fredericks,ENG,"DF,FW",West Ham,27,1992,14,6,569,6.3,1,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,0.3,0.3,1.2,1.5,0.04,0.19,0.24,0.04,0.24,205,282,72.7,2766,1080,128,147,87.1,62,87,71.3,7,23,30.4,1,1.2,0.6,-0.2,12,17,10,5,15,282,246,36,3,1,0,23,33,0,0,0,0,205,0,10,20,3.16,15,0,2,1,1,1,0,0.0,0,0,0,0,0,0,9,5,5,4,0,3,7,42.9,4,6,2,4,11,20,20,0,351,33,94,148,111,13,351,3,7,42.9,3,3,198,18,41,16.6,81.0,3,8,11.0,15,1.07,7,9,-2,-0.32,-0.85,8.2,8.0,0.2,0.04,-0.17,0,11,10,1,23,5,0,0,0,30,6,13,31.6,1,4,2,50.0,0.63,0.32,0.25,0.5,14.8,0,0.07,0.7,0.7
164,Christian Fuchs,AUT,DF,Leicester City,34,1986,9,8,702,7.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,476,597,79.7,7777,2877,231,264,87.5,197,235,83.8,33,68,48.5,0,0.0,0.1,0.0,1,37,2,1,20,597,519,77,16,0,1,11,61,0,0,0,0,476,1,9,4,0.51,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18,7,15,2,1,8,15,53.3,7,6,4,2,16,34,34,1,673,53,219,390,69,2,673,0,2,0.0,2,1,435,3,78,20.5,86.0,7,1,11.0,20,2.0,13,9,4,0.51,0.05,12.5,10.8,1.8,0.22,-0.04,0,14,5,0,11,7,0,1,0,42,19,13,59.4,0,4,0,0.0,0.51,0.0,0.0,0.0,27.4,0,0.02,-0.1,-0.1
165,Darnell Furlong,ENG,DF,West Brom,24,1995,35,32,2932,32.6,1,3,1,0,0,5,0,0.03,0.09,0.12,0.03,0.12,2.0,2.0,1.9,4.0,0.06,0.06,0.12,0.06,0.12,682,1204,56.6,11908,5175,333,433,76.9,257,453,56.7,78,232,33.6,3,1.9,1.9,1.1,16,63,18,10,60,1204,900,295,15,0,3,99,280,0,0,0,0,682,9,33,34,1.04,21,7,0,3,3,0,3,0.09,3,0,0,0,0,0,45,27,27,12,6,21,44,47.7,23,39,16,23,49,94,90,0,1525,130,460,637,439,56,1525,10,24,41.7,40,10,744,44,84,85.7,89.0,31,3,25.0,3,0.74,29,63,-34,-1.04,0.25,30.7,58.8,-28.1,-0.86,-0.14,0,34,33,3,99,27,0,2,1,98,117,88,57.1,1,26,5,19.2,0.8,0.15,0.04,0.2,13.8,0,0.08,-1.0,-1.0
166,Conor Gallagher,ENG,MF,West Brom,20,2000,30,28,2531,28.1,2,2,2,0,0,11,0,0.07,0.07,0.14,0.07,0.14,1.5,1.5,1.8,3.3,0.05,0.06,0.12,0.05,0.12,737,960,76.8,12114,2989,361,421,85.7,252,303,83.2,81,146,55.5,2,1.8,1.8,0.2,20,75,12,1,53,960,897,60,15,1,6,66,1,27,18,3,1,737,3,20,48,1.71,29,7,3,1,4,4,2,0.07,1,1,0,0,0,0,81,41,30,39,12,29,97,29.9,68,47,8,39,27,108,31,0,1310,58,288,662,380,35,1310,30,55,54.5,62,36,752,52,84,74.0,89.0,25,2,18.0,2,0.63,18,48,-30,-1.07,0.05,24.6,48.5,-24.0,-0.85,-0.04,0,43,63,0,66,41,0,0,0,185,22,36,37.9,2,29,7,24.1,1.03,0.25,0.07,0.29,22.0,0,0.05,0.5,0.5
